Theme/Department,Title,URL,Content Type(s),Sub-Topics,Modified Date,Language
N/A,Événements de la vie militaire – Documents importants,https://www.canada.ca/fr/ombudsman-defense-nationale-forces/information-educative/militaires-fac/carriere/evenements-vie-militaire-documents-importants.html,Links to Covid pages,,2020-01-10T00:00:00Z,fr
N/A,Authentication of documents: 2. Requirements for your document,https://www.international.gc.ca/gac-amc/about-a_propos/services/authentication-authentification/step-etape-2.aspx?lang=eng,Substantive,"H2: Coronavirus disease (COVID-19); Adoption papers; Apprenticeship and trade certificates; Bank documents; Birth certificate; Burial or cremation documents; Business or corporate records; Canadian Food Inspection Agency (CFIA) attestation or certificate; Canadian Intellectual Property Office certificates; Certificate of free sale; Certificate of origin; Citizenship certificate; College or university diplomas; College or university transcript; Coroner’s certificate; Corporations Canada documents; Course certificate; Court documents; Criminal record check; Death certificate; Delivery verification certificate; Divorce certificate; Domestic partnership certificate; Elementary or high school diplomas; Elementary or high school report card or transcript; Export permit; Federal legislation; Foreign documents (Non-Canadian documents); Health Canada licenses; Identity documents; International import certificate; Language school certificate; Letters provided by an educational institution; Marriage certificate; Marriage search letter; Medical documents; Name change certificate; Other government documents; Private legal documents; Professional certificate; Record of employment; Request for international judicial assistance; Shipment document; Related services and information; Where to find us
",2020-03-16T00:00:00Z,en
N/A,SOMNIA - Spotlight on Military News and International Affairs,https://www.cfc.forces.gc.ca/Somnia/2020/02/24/somnia-eng.html,Links to Covid pages,,2020-02-25T00:00:00Z,en
N/A,Déménagements et affectations militaires - Foire aux questions,https://www.canada.ca/fr/ombudsman-defense-nationale-forces/information-educative/militaires-fac/carriere/affectation-militaires/foire-aux-questions.html,Links to Covid pages,,2020-03-13T00:00:00Z,fr
Health,"Human Emerging Respiratory Pathogens Bulletin: Issue 28, April 2019",https://www.canada.ca/en/public-health/services/surveillance/human-emerging-respiratory-pathogens-bulletin/2019-04.html,Substantive,"H2: In this bulletin; Avian Influenza Updates; Swine Influenza Updates; Middle East Respiratory Syndrome Coronavirus Updates
",2020-01-22T00:00:00Z,en
N/A,Présenter une demande de financement dans le cadre du Programme de partenariats pour le développement social – volet personnes handicapées – sécurité financière des personnes handicapées,https://www.canada.ca/fr/emploi-developpement-social/services/financement/developpement-social-securite-financiere-handicaps.html,Substantive,"H2: Projets de subventions et contributions affectés par la COVID-19; Sur cette page; Période de demande; Processus de présentation des demandes; Description du financement; Objectif; Admissibilité; Comment votre demande sera évaluée; Étapes pour soumettre une demande; Après avoir présenté votre demande; Sessions d'information; Contactez-nous; Glossaire
",2020-03-30T00:00:00Z,fr
Immigration and citizenship,coronavirus-include-notebox,https://www.canada.ca/en/immigration-refugees-citizenship/services/reference-include/coronavirus-include-notebox.html,Substantive,"Name: coronavirus-include-notebox
Page title: coronavirus-include-notebox
H1: coronavirus-include-notebox
",2020-03-24 14:38:39,eng
N/A,"Consulate General of Canada in Boston, United States",https://www.international.gc.ca/country-pays/us-eu/boston.aspx?lang=eng,Substantive,"H2: Coronavirus disease (COVID-19); Our representative; Address; Follow:; Related links; Services and information; General enquiries; Consular services; Trade and investment services
",2020-03-21T00:00:00Z,en
N/A,Travel advice and advisories for Italy,https://travel.gc.ca/destinations/italy,Links to Covid pages,,2020-03-26T00:00:00Z,en
Affaires mondiales Canada,"Le gouvernement du Canada est prêt à évacuer des Canadiens de Wuhan, en Chine",https://www.canada.ca/fr/affaires-mondiales/nouvelles/2020/02/le-gouvernement-du-canada-est-pret-a-evacuer-des-canadiens-de-wuhan-en-chine.html,Links to Covid pages,,2020-02-02T00:00:00Z,fr
Santé,Désinfectants pour surfaces dures et désinfectants pour les mains  : liste de désinfectants pour les mains autorisés par Santé Canada,https://www.canada.ca/fr/sante-canada/services/medicaments-produits-sante/desinfectants/covid-19/desinfectants-mains.html,Substantive,"Keywords: nettoyants antiseptiques, antibactériens pour le peau, désinfectants pour les mains, COVID-19, corona, Canada, pandémie, autorisés, Santé Canada, numéro de produit naturel, NPN, numéro d'identification du médicament, DIN, nom du produit, entreprise, ingrédients actifs
",2020-03-30 20:47:51,fr
Immigration et citoyenneté,"Les répercussions de la maladie du coronavirus (COVID-19) sur l'immigration, les réfugiés, la citoyenneté et les services de passeport : bureaux d’IRCC et les centres de réception des demandes de visa",https://www.canada.ca/fr/immigration-refugies-citoyennete/services/coronavirus-covid19/bureaux.html,Substantive,"Description: Les répercussions de la maladie du coronavirus (COVID-19) sur l'immigration, les réfugiés, la citoyenneté et les services de passeport : bureaux d’IRCC et les centres de réception des demandes de visa
Page title: Les répercussions de la maladie du coronavirus (COVID-19) sur l'immigration, les réfugiés, la citoyenneté et les services de passeport : bureaux d’IRCC et les centres de réception des demandes de visa
H1: Les répercussions de la maladie du coronavirus (COVID-19) sur la citoyenneté et l'immigration : bureaux d’IRCC et centres de réception des demandes de visa
Keywords: coronavirus update, covid, covid 19, covid-19, covid 19 quebec, covid 19 montreal, canada covid 19, coronavirus, coronavirus symptome, cas de coronavirus, coronavirus chine, bureaux des visas, renseignements organisationnels
Title: Les répercussions de la maladie du coronavirus (COVID-19) sur l'immigration, les réfugiés, la citoyenneté et les services de passeport : bureaux d’IRCC et les centres de réception des demandes de visa
desc: Les répercussions de la maladie du coronavirus (COVID-19) sur l'immigration, les réfugiés, la citoyenneté et les services de passeport : bureaux d’IRCC et les centres de réception des demandes de visa
",2020-03-30 10:55:22,fr
N/A,Nouvelles de la 16e Escadre | Aviation royale canadienne,http://www.rcaf-arc.forces.gc.ca/fr/16-escadre/nouvelles.page,Substantive,"H2: Défense nationale et Forces armées canadiennes – COVID-19; Autres nouvelles
",2016-03-14T00:00:00Z,fr
N/A,COVID-19 news updates: Canada Revenue Agency,https://www.canada.ca/en/revenue-agency/campaigns/covid-19-update/covid-19-news.html,Substantive,"Name: covid-19-news
Page title: COVID-19 news updates: Canada Revenue Agency
H1: COVID-19 news updates: Canada Revenue Agency
Title: COVID-19 news updates: Canada Revenue Agency
",2020-03-30 13:43:56,eng
N/A,Employment Insurance Improvements,https://www.canada.ca/en/employment-social-development/campaigns/ei-improvements.html,Links to Covid pages,,2020-03-20T00:00:00Z,en
Santé,"Détection/isolement de virus des voies respiratoires au Canada, semaine 28 - se terminant le 15 juillet 2017",https://www.canada.ca/fr/sante-publique/services/surveillance/detection-virus-voies-respiratoires-canada/2016-2017/semaine-28-terminant-15-juillet-2017.html,Substantive,"Keywords: Rapport de virus des voies respiratoires, Canada, détection, isolement, tests de laboratoire positifs,  virus grippal, virus respiratoire syncytial, virus parainfluenza, virus adénovirus, métapneumovirus humain, virus entérovirus, virus rhinovirus, virus coronavirus, A(H1N1)pdm09, A(H3N2), MPVh, PIV, VRS, Programme de Surveillance et détection de virus des voies respiratoires, SDVVR
",2017-09-19 15:16:55,fra
Health,Coronavirus infections: For health professionals,https://www.canada.ca/en/public-health/services/diseases/coronavirus/health-professionals.html,Substantive,"Description: Link to World Health Organization (WHO) information on coronaviruses, for health professionals.
Page title: Coronavirus infections: For health professionals
H1: Coronavirus infections: For health professionals<br>


Keywords: Coronavirus, infection, health professionals, health care professionals, world health organization, WHO, COVID-19, coronavirus disease
",2020-02-18 10:50:16,en
"Culture, histoire et sport",COVID‑19 : Le gouvernement du Canada prend des mesures pour soutenir les secteurs de l’édition et de l’information,https://www.canada.ca/fr/patrimoine-canadien/nouvelles/2020/03/covid19-le-gouvernement-du-canada-prend-des-mesures-pour-soutenir-les-secteurs-de-ledition-et-de-linformation.html,Substantive,"Description: COVID 19 : Le gouvernement du Canada prend des mesures pour soutenir les secteurs de l’édition et de l’information
Name: covid19-le-gouvernement-du-canada-prend-des-mesures-pour-soutenir-les-secteurs-de-ledition-et-de-linformation
Page title: COVID‑19 : Le gouvernement du Canada prend des mesures pour soutenir les secteurs de l’édition et de l’information
",2020-03-25 14:14:18,fra
N/A,Attending a Hearing in a Federal Institution - Fact Sheet,https://www.canada.ca/en/parole-board/corporate/publications-and-forms/attending-a-hearing-in-a-federal-institution-fact-sheet.html,Links to Covid pages,,2020-03-25T00:00:00Z,en
Health,Index of Published Newsletters,https://www.canada.ca/en/health-canada/services/drugs-health-products/medeffect-canada/health-product-infowatch/published-newsletters.html,Links to Covid pages,,2020-03-26T00:00:00Z,en
Santé,Lignes directrices nationales sur la surveillance des cas d'infection par le coronavirus du syndrome respiratoire du Moyen-Orient (CoV-SRMO),https://www.canada.ca/fr/sante-publique/services/agents-pathogenes-voies-respiratoires-emergents/coronavirus/lignes-directrices-nationales-surveillance-cas-infection-coronavirus-syndrome-respiratoire-moyen-orient-srmo.html,Substantive,"Description: Lignes directrices nationales sur la surveillance des cas d'infection par le coronavirus du syndrome respiratoire du Moyen-Orient (CoV-SRMO)
Name: lignes-directrices-nationales-surveillance-cas-infection-coronavirus-syndrome-respiratoire-moyen-orient-srmo
Page title: Lignes directrices nationales sur la surveillance des cas d'infection par le coronavirus du syndrome respiratoire du Moyen-Orient (CoV-SRMO)
H1: Lignes directrices nationales sur la surveillance des cas d'infection par le coronavirus du syndrome respiratoire du Moyen-Orient (CoV-SRMO)
Keywords: Coronavirus du syndrome respiratoire du Moyen-Orient (MERS-CoV) ,Lignes directrices, surveillance, coronavirus
",2017-07-05 08:10:37,fra
N/A,Knowledge Synthesis Grants: Aboriginal Peoples,https://www.sshrc-crsh.gc.ca/funding-financement/merit_review-evaluation_du_merite/selection_committees-comites_selection/ksg_aboriginal_peoples-ssc_peuples_autochtones-eng.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,en
N/A,Centre of Expertise on Mental Health in the Workplace,https://www.canada.ca/en/government/publicservice/wellness-inclusion-diversity-public-service/health-wellness-public-servants/mental-health-workplace.html,Links to Covid pages,,2020-03-18T00:00:00Z,en
N/A,Travel advice and advisories for Solomon Islands,https://travel.gc.ca/destinations/solomon-islands,Links to Covid pages,,2020-03-23T00:00:00Z,en
N/A,Programme de Travail partagé pour les employés – Aperçu les mesures spéciales temporaires pour la COVID-19,https://www.canada.ca/fr/emploi-developpement-social/ministere/avis/coronavirus/employes-apercu.html,Substantive,"Page title: Programme de Travail partagé pour les employés – Aperçu les mesures spéciales temporaires pour la COVID-19
H1: Programme de Travail partagé pour les employés – Aperçu les mesures spéciales temporaires pour la COVID-19
",2020-03-25 15:40:15,fra
Health,关于2019冠状病毒病 (COVID-19),https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection/simplified-chinese/awareness-resources/know-facts-about-coronavirus-disease-covid-19.html,Substantive,"Description: 来自加拿大政府的信息：加拿大政府有关COVID-19（冠状病毒病）的中文简体信息，包括症状、预防措施及疾病的传播方式。
Name: know-facts-about-coronavirus-disease-covid-19
Page title: 关于2019冠状病毒病 (COVID-19)
H1: 关于2019冠状病毒病 (COVID-19)
",2020-03-02 08:54:14,en
N/A,Armée canadienne,http://www.army-armee.forces.gc.ca/fr/index.page,Links to Covid pages,,2020-03-18T00:00:00Z,fr
N/A,Coronavirus (COVID-19) and your visit to Fort Malden National Historic Site - Fort Malden National Historic Site,https://www.pc.gc.ca/en/lhn-nhs/on/malden/visit/covid-19-info,Substantive,"Title: Coronavirus (COVID-19) and your visit to Fort Malden National Historic Site - Fort Malden National Historic Site
H2: Coronavirus (COVID-19) and your visit to Fort Malden National Historic Site
desc: Learn how COVID-19 may affect your visit.
",2020-03-25T00:00:00Z,en
N/A,Partenaires internationaux,https://www.sshrc-crsh.gc.ca/about-au_sujet/partnerships-partenariats/international-internationaux-fra.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,fr
Environment and natural resources,Explore data,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Links to Covid pages,,2020-03-27T00:00:00Z,en
Immigration and citizenship,Electronic travel authorization (eTA): About the process,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/about.html,Links to Covid pages,,2020-03-18T00:00:00Z,en
